,0,sim_name
0,True,a
1,True,a
2,True,a
3,True,a
4,True,a
5,True,a
6,True,a
7,True,a
8,True,a
9,True,a
10,True,a
11,True,a
12,True,a
13,True,a
14,True,a
15,True,a
16,True,a
17,True,a
18,True,a
19,True,a
20,True,a
21,True,a
22,True,a
23,True,a
