,0,sim_name
0,True,b
1,True,b
2,True,b
3,True,b
4,True,b
5,True,b
6,True,b
7,True,b
8,True,b
9,True,b
10,True,b
11,True,b
12,True,b
13,True,b
14,True,b
15,True,b
16,True,b
17,True,b
18,True,b
19,True,b
20,True,b
21,True,b
22,True,b
23,True,b
