,0,sim_name
0,True,e
1,True,e
2,True,e
3,True,e
4,True,e
5,True,e
6,True,e
7,True,e
8,True,e
9,True,e
10,True,e
11,True,e
12,True,e
13,True,e
14,True,e
15,True,e
16,True,e
17,True,e
18,True,e
19,True,e
20,True,e
21,True,e
22,True,e
23,True,e
