,0,sim_name
0,True,j
1,True,j
2,True,j
3,True,j
4,True,j
5,True,j
6,True,j
7,True,j
8,True,j
9,True,j
10,True,j
11,True,j
12,True,j
13,True,j
14,True,j
15,True,j
16,True,j
17,True,j
18,True,j
19,True,j
20,True,j
21,True,j
22,True,j
23,True,j
