,0,1,2,sim_name
0,0.92209,0.0,0.0,c
1,0.0,0.0,0.0,c
2,12.88009,0.0,0.0,c
3,11.67335,0.0,0.0,c
4,0.0,0.0,0.0,c
5,0.0,0.0,0.0,c
6,127.96358,0.0,0.0,c
7,64.89823,0.0,0.0,c
8,1.96282,0.0,0.0,c
9,0.0,0.0,0.0,c
10,8.87257,23.12743,0.0,c
11,0.74786,0.91634,0.0,c
12,0.0,0.0,0.0,c
13,0.0,0.48298,0.0,c
14,0.0,0.0,0.0,c
15,0.0,0.0,0.0,c
16,0.0,35.17181,0.0,c
17,0.0,0.0,0.0,c
18,0.52521,0.47479,0.0,c
19,0.0,0.0,0.0,c
20,2.98862,0.0,3.01138,c
21,2.68429,0.0,1.31571,c
22,0.0,0.0,0.0,c
23,0.0,0.0,0.0,c
24,0.87045,0.0,0.37839,c
25,0.0,0.0,0.0,c
26,0.00602,0.0,14.33333,c
27,0.0,0.0,5.28252,c
28,0.83515,0.0,1.16485,c
29,0.0,0.0,0.0,c
30,1.95796,0.0,0.0,c
31,0.0,0.0,0.0,c
32,4.01318,0.0,0.0,c
33,11.48974,0.0,0.0,c
34,0.0,0.0,0.0,c
35,0.0,0.0,0.0,c
36,127.89498,0.0,0.0,c
37,64.99567,0.0,0.0,c
38,0.0,0.0,0.0,c
39,0.0,0.0,0.0,c
40,9.97438,22.02562,0.0,c
41,0.74002,2.33528,0.0,c
42,0.0,1.38544,0.0,c
43,0.0,0.0,0.0,c
44,0.0,0.0,0.0,c
45,0.0,0.0,0.0,c
46,0.0,35.51609,0.0,c
47,0.0,0.0,0.0,c
48,0.0,1.0,0.0,c
49,0.0,0.0,0.0,c
50,2.2158,0.0,3.2907,c
51,3.55855,0.0,0.44145,c
52,0.0,0.0,0.0,c
53,0.0,0.0,0.0,c
54,0.0,0.0,0.0,c
55,0.0,0.0,0.0,c
56,0.0,0.0,14.13284,c
57,0.0,0.0,5.90536,c
58,0.97952,0.0,1.02048,c
59,0.0,0.0,0.0,c
60,0.0,0.0,0.0,c
61,0.0,0.0,0.0,c
62,0.0,0.0,0.0,c
63,0.0,0.0,0.0,c
64,0.0,0.0,0.0,c
65,0.0,0.0,0.0,c
66,127.37391,0.0,0.0,c
67,60.35053,0.0,0.0,c
68,0.0,0.0,0.0,c
69,0.0,0.0,0.0,c
70,4.35762,25.84531,0.51724,c
71,0.0,0.0,0.0,c
72,0.0,0.0,0.0,c
73,0.0,0.0,0.0,c
74,0.0,0.0,0.0,c
75,0.0,0.0,0.0,c
76,0.0,35.249,0.0,c
77,0.0,0.0,0.0,c
78,0.0,0.0,0.0,c
79,0.0,0.0,0.0,c
80,0.0,0.0,0.0,c
81,1.76047,2.23953,0.0,c
82,0.0,0.0,0.0,c
83,0.0,0.0,0.0,c
84,0.0,0.0,0.0,c
85,0.0,0.0,0.0,c
86,0.0,0.0,12.1314,c
87,0.0,0.0,0.0,c
88,0.12095,0.52619,0.0,c
89,0.0,0.0,0.0,c
90,2.0,0.0,0.0,c
91,10.30045,0.0,0.0,c
92,18.0,0.0,0.0,c
93,17.72156,0.0,0.0,c
94,1.54264,0.0,0.0,c
95,0.0,0.0,0.0,c
96,128.0,0.0,0.0,c
97,67.45975,0.0,0.0,c
98,12.0,0.0,0.0,c
99,0.0,0.0,0.0,c
100,5.84986,26.15014,0.0,c
