,0,sim_name
0,True,d
1,True,d
2,True,d
3,True,d
4,True,d
5,True,d
6,True,d
7,True,d
8,True,d
9,True,d
10,True,d
11,True,d
12,True,d
13,True,d
14,True,d
15,True,d
16,True,d
17,True,d
18,True,d
19,True,d
20,True,d
21,True,d
22,True,d
23,True,d
