,0,sim_name
0,True,i
1,True,i
2,True,i
3,True,i
4,True,i
5,True,i
6,True,i
7,True,i
8,True,i
9,True,i
10,True,i
11,True,i
12,True,i
13,True,i
14,True,i
15,True,i
16,True,i
17,True,i
18,True,i
19,True,i
20,True,i
21,True,i
22,True,i
23,True,i
