,0,sim_name
0,True,h
1,True,h
2,True,h
3,True,h
4,True,h
5,True,h
6,True,h
7,True,h
8,True,h
9,True,h
10,True,h
11,True,h
12,True,h
13,True,h
14,True,h
15,True,h
16,True,h
17,True,h
18,True,h
19,True,h
20,True,h
21,True,h
22,True,h
23,True,h
