,0,1,2,sim_name
0,2.0,0.0,0.0,g
1,5.63572,0.0,0.0,g
2,8.24509,0.0,0.0,g
3,14.50687,0.0,0.0,g
4,0.0,0.0,0.0,g
5,0.0,0.0,0.0,g
6,127.92653,0.0,0.0,g
7,66.43093,0.0,0.0,g
8,3.04402,0.0,0.0,g
9,0.0,0.0,0.0,g
10,9.85886,22.14114,0.0,g
11,0.34497,0.73221,0.0,g
12,0.22614,0.26873,0.0,g
13,0.0,0.0,0.0,g
14,0.0,0.0,0.0,g
15,0.0,0.0,0.0,g
16,0.0,35.49002,0.0,g
17,0.0,0.0,0.0,g
18,0.07148,0.92852,0.0,g
19,0.0,0.0,0.0,g
20,2.1338,0.0,2.61762,g
21,3.30535,0.0,0.69465,g
22,0.0,0.0,0.0,g
23,0.0,0.0,0.0,g
24,0.3145,0.0,2.28256,g
25,0.0,0.0,0.0,g
26,0.00076,0.0,14.52419,g
27,0.0,0.0,8.52286,g
28,1.17358,0.0,0.82642,g
29,0.0,0.0,0.0,g
30,2.0,0.0,0.0,g
31,3.14389,0.0,0.0,g
32,2.53379,0.0,0.0,g
33,13.07952,0.0,0.0,g
34,0.0,0.0,0.0,g
35,0.0,0.0,0.0,g
36,127.88291,0.0,0.0,g
37,65.83154,0.0,0.0,g
38,0.0,0.0,0.0,g
39,0.0,0.0,0.0,g
40,9.00911,22.99089,0.0,g
41,0.9053,2.18714,0.0,g
42,0.50067,0.87381,0.0,g
43,0.0,0.0,0.0,g
44,0.0,0.0,0.0,g
45,0.0,0.0,0.0,g
46,0.0,35.5293,0.0,g
47,0.0,0.0,0.0,g
48,0.0,1.0,0.0,g
49,0.0,0.0,0.0,g
50,1.95849,0.0,3.0086,g
51,3.13195,0.0,0.86805,g
52,0.0,0.0,0.0,g
53,0.0,0.0,0.0,g
54,0.46376,0.0,0.04684,g
55,0.0,0.0,0.0,g
56,0.0,0.0,14.43339,g
57,0.0,0.0,7.64727,g
58,1.44955,0.0,0.55045,g
59,0.0,0.0,0.0,g
60,0.0,0.0,0.0,g
61,0.0,0.0,0.0,g
62,0.0,0.0,0.0,g
63,8.23977,0.0,0.0,g
64,0.0,0.0,0.0,g
65,0.0,0.0,0.0,g
66,127.66609,0.0,0.0,g
67,63.98956,0.0,0.0,g
68,0.0,0.0,0.0,g
69,0.0,0.0,0.0,g
70,2.60812,23.42479,0.50737,g
71,0.0,0.0,0.0,g
72,0.0,0.0,0.0,g
73,0.0,0.0,0.0,g
74,0.0,0.0,0.0,g
