,0,sim_name
0,True,g
1,True,g
2,True,g
3,True,g
4,True,g
5,True,g
6,True,g
7,True,g
8,True,g
9,True,g
10,True,g
11,True,g
12,True,g
13,True,g
14,True,g
15,True,g
16,True,g
17,True,g
18,True,g
19,True,g
20,True,g
21,True,g
22,True,g
23,True,g
