,0,inv_costs,sim_name
0,7341156.577972447,0.0,j
1,7332324.817607978,3353.418370248659,j
2,7326184.287515085,426.946568706955,j
3,7281826.680766885,2823.8928119474135,j
4,7318358.5019155545,260.6736272029899,j
5,7325737.492668486,3780.364938955614,j
6,7269433.96442616,6177.311182196073,j
7,7316799.175765868,3614.0919974516487,j
8,7267211.3872925015,3250.8393806543686,j
9,7306218.240482041,687.620195909945,j
10,7260551.6043850435,3084.5664391504033,j
11,7255923.910219129,6604.257750903028,j
12,7304235.569764248,4041.0385661586038,j
13,7255765.83281766,6437.984809399062,j
14,7253891.13090832,3511.5130078573584,j
15,7245761.69357369,6864.931378106017,j
