,0,1,2,sim_name
0,2.0,0.0,0.0,f
1,5.88431,0.0,0.0,f
2,8.35408,0.0,0.0,f
3,14.59107,0.0,0.0,f
4,0.0,0.0,0.0,f
5,0.0,0.0,0.0,f
6,127.91674,0.0,0.0,f
7,66.50068,0.0,0.0,f
8,2.66268,0.0,0.0,f
9,0.0,0.0,0.0,f
10,9.79157,22.20843,0.0,f
11,0.43022,0.5533,0.0,f
12,0.19498,0.35039,0.0,f
13,0.0,0.0,0.0,f
14,0.0,0.0,0.0,f
15,0.0,0.0,0.0,f
16,0.0,35.49791,0.0,f
17,0.0,0.04668,0.0,f
18,0.0868,0.9132,0.0,f
19,0.0,0.0,0.0,f
20,2.37992,0.0,3.62008,f
21,3.19083,0.0,0.80917,f
22,0.0,0.0,0.0,f
23,0.0,0.0,0.0,f
24,0.48238,0.0,0.11387,f
25,0.0,0.0,0.0,f
26,0.0067,0.0,14.44971,f
27,0.0,0.0,8.77517,f
28,0.99561,0.0,1.00439,f
29,0.0,0.0,0.0,f
30,2.0,0.0,0.0,f
31,3.14429,0.0,0.0,f
32,3.34866,0.0,0.0,f
33,13.05512,0.0,0.0,f
34,0.0,0.0,0.0,f
35,0.0,0.0,0.0,f
36,127.87688,0.0,0.0,f
37,65.83583,0.0,0.0,f
38,0.0,0.0,0.0,f
39,0.0,0.0,0.0,f
40,8.39154,23.60846,0.0,f
41,0.32336,1.85281,0.0,f
42,0.0,0.75282,0.0,f
43,0.0,0.0,0.0,f
44,0.0,0.0,0.0,f
45,0.0,0.0,0.0,f
46,0.0,35.488,0.0,f
47,0.0,0.0,0.0,f
48,0.0427,0.9573,0.0,f
49,0.0,0.0,0.0,f
50,2.24145,0.0,3.75855,f
51,3.32407,0.0,0.67593,f
52,0.0,0.0,0.0,f
53,0.0,0.0,0.0,f
54,0.05926,0.0,0.09779,f
55,0.0,0.0,0.0,f
56,0.0,0.0,14.25561,f
57,0.0,0.0,7.11947,f
58,1.85697,0.0,0.14303,f
59,0.0,0.0,0.0,f
60,0.0,0.0,0.0,f
61,0.0,0.0,0.0,f
62,0.0,0.0,0.0,f
63,8.28437,0.0,0.0,f
64,0.0,0.0,0.0,f
65,0.0,0.0,0.0,f
66,127.65164,0.0,0.0,f
67,64.05207,0.0,0.0,f
68,0.0,0.0,0.0,f
69,0.0,0.0,0.0,f
70,3.24804,24.28287,0.24998,f
71,0.0,0.0,0.0,f
72,0.0,0.0,0.0,f
73,0.0,0.0,0.0,f
74,0.0,0.0,0.0,f
75,0.0,0.0,0.0,f
76,0.0,35.44165,0.0,f
77,0.0,0.0,0.0,f
78,0.0,0.0,0.0,f
79,0.0,0.0,0.0,f
80,0.0,0.0,0.0,f
81,1.34641,2.58194,0.07165,f
82,0.0,0.0,0.0,f
83,0.0,0.0,0.0,f
84,0.0,0.0,0.0,f
85,0.0,0.0,0.0,f
86,0.0,0.0,12.48978,f
87,0.0,0.0,0.0,f
88,0.2264,1.00332,0.05897,f
89,0.0,0.0,0.0,f
90,2.0,0.0,0.0,f
91,10.91073,0.0,0.0,f
92,18.0,0.0,0.0,f
93,17.79358,0.0,0.0,f
94,1.4524,0.0,0.0,f
95,0.0,0.0,0.0,f
96,128.0,0.0,0.0,f
97,67.65429,0.0,0.0,f
98,12.0,0.0,0.0,f
99,0.0,0.0,0.0,f
100,5.33208,26.66792,0.0,f
101,3.25182,2.67412,0.0,f
102,0.63902,1.96695,0.0,f
103,0.0,6.62547,0.0,f
104,0.0,0.0,0.0,f
105,0.0,0.0,0.0,f
106,0.0,35.92546,0.0,f
107,0.0,3.43741,0.0,f
108,0.53343,0.46657,0.0,f
109,0.0,0.0,0.0,f
110,2.04289,0.0,3.95711,f
111,2.72367,0.0,1.27633,f
112,0.14683,0.0,0.12317,f
113,0.0,0.0,0.0,f
114,1.30366,0.0,11.69634,f
115,0.46715,0.0,0.2786,f
116,0.02913,0.0,14.88646,f
117,0.0,0.0,9.37469,f
118,0.97289,0.0,1.02711,f
119,0.0,0.0,0.0,f
120,0.0,0.0,0.0,f
121,0.0,0.0,0.0,f
122,0.0,0.0,0.0,f
123,0.0,0.0,0.0,f
124,0.0,0.0,0.0,f
125,0.0,0.0,0.0,f
126,127.42626,0.0,0.0,f
127,60.34588,0.0,0.0,f
128,0.0,0.0,0.0,f
129,0.0,0.0,0.0,f
130,8.8871,12.19399,1.56555,f
131,0.0,0.0,0.0,f
132,0.0,0.0,0.0,f
133,0.0,0.0,0.0,f
134,0.0,0.0,0.0,f
135,0.0,0.0,0.0,f
136,0.0,33.7414,0.0,f
137,0.0,0.0,0.0,f
138,0.0,0.0,0.0,f
139,0.0,0.0,0.0,f
140,0.0,0.0,0.0,f
141,1.89322,0.0,0.0,f
142,0.0,0.0,0.0,f
143,0.0,0.0,0.0,f
144,0.0,0.0,0.0,f
145,0.0,0.0,0.0,f
146,0.0,0.0,12.10291,f
147,0.0,0.0,0.0,f
148,0.0,0.0,0.0,f
149,0.0,0.0,0.0,f
150,2.0,0.0,0.0,f
151,0.25698,0.0,0.0,f
152,0.19295,0.0,0.0,f
153,11.31579,0.0,0.0,f
154,0.0,0.0,0.0,f
155,0.0,0.0,0.0,f
156,127.80539,0.0,0.0,f
157,65.15599,0.0,0.0,f
158,0.02918,0.0,0.0,f
159,0.0,0.0,0.0,f
160,4.46907,27.53093,0.0,f
161,0.0,1.00309,0.0,f
162,0.0,0.87065,0.0,f
163,0.0,0.0,0.0,f
164,0.0,0.0,0.0,f
165,0.0,0.0,0.0,f
166,0.0,35.5576,0.0,f
167,0.0,0.37518,0.0,f
168,0.0,1.0,0.0,f
169,0.0,0.0,0.0,f
170,3.02664,0.0,2.05034,f
171,3.90276,0.0,0.09724,f
172,0.0,0.0,0.0,f
173,0.0,0.0,0.0,f
174,0.0,0.0,0.0,f
175,0.0,0.0,0.0,f
176,0.0,0.0,14.0098,f
177,0.0,0.0,6.0623,f
178,2.0,0.0,0.0,f
179,0.0,0.0,0.0,f
180,0.0,0.0,0.0,f
181,0.0,0.0,0.0,f
