,0,sim_name
0,True,c
1,True,c
2,True,c
3,True,c
4,True,c
5,True,c
6,True,c
7,True,c
8,True,c
9,True,c
10,True,c
11,True,c
12,True,c
13,True,c
14,True,c
15,True,c
16,True,c
17,True,c
18,True,c
19,True,c
20,True,c
21,True,c
22,True,c
23,True,c
